text,label
Hoax report claims the moon is shrinking due to mining activities.,fake
Research confirms longevity benefits of regular exercise.,real
Unverified claim about ancient alien civilization resurfaces online.,fake
"Weather warnings are in place for the storm with heavy rain, strong winds and disruptive snow forecast.",real
"US President Joe Biden calls the issuing of warrants against Israeli officials ""outrageous"".",real
Bondi is a former Florida attorney general and long-time ally of Trump.,real
"The number of leasehold dwellings has increased by 100,000 a year, figures show.",real
A BBC News investigation reveals multiple complaints about charges imposed by a major freeholder.,real
Friday's papers are led by the arrest warrant issued by the ICC and the death of a British lawyer in Laos.,real
Police release an image of Ms Brella and Pankaj Lamba on the night they believe he killed her.,real
The first official photo from the final Gavin and Stacey episode is released ahead of Christmas Day.,real
The former chief executive of the Captain Tom Foundation tells the BBC he uncovered what he considered questionable practices.,real
Briton Simone White dies after suspected methanol poisoning thought to have killed four others in Laos.,real
Thailand's Constitutional Court on Friday rejected a petition seeking to stop billionaire former premier Thaksin Shinawatra from interfering in the running of the ruling Pheu Thai party.,real
"Taiwan President Lai Ching-te will visit Taipei's three remaining diplomatic allies in the Pacific on a trip starting at the end of the month, his office said on Friday, but the government declined to give details on U.S. transit stops.",real
"The United States believes that Russia fired a never-before-fielded intermediate-range ballistic missile on Thursday in its attack on Ukraine, an escalation that analysts say could have implications for European missile defense.",real
"North Korean leader Kim Jong Un has accused the United States of ramping up tension and provocations, saying the Korean peninsula has never faced such risks of nuclear war as now, state media KCNA said on Friday.",real
The aim is to pressure Iran into entering negotiations on new restrictions on its nuclear activities.,real
"President Joe Biden dropped his opposition to Ukraine firing U.S. missiles at targets deep inside Russia in response to North Korea's entry to the war, a shift in U.S. policy that took on added urgency following Donald Trump's Nov. 5 election win, sources fam…",real
"Former Brazilian President Jair Bolsonaro plotted a coup to overturn the 2022 election along with dozens of ex-ministers and senior aides, federal police said in a formal accusation filed on Thursday with the country's Supreme Court.",real
Airstrikes pounded Beirut's southern suburbs and rockets flew into northern Israel.,real
The warrants are for alleged war crimes and crimes against humanity.,real
"It's the first time Russia has used such a powerful, long-range missile during the war.",real
Latest device is coming next week from Chinese company as it pushes ahead in technology despite U.S. sanctions,real
A clampdown on global corporate tax dodging turned Ireland into the nouveau riche man of Europe,real
"While growth stutters, a vast communist bureaucracy tries to liberate its workers from drudgery",real
Carrier wrongly thought breakneck growth and aggressive discounting were enough to create competitive moat,real
President-elect floated the idea during a Wednesday meeting with the former Fed governor,real
Republican lawmakers generally agree with the president-elect’s ambition to reshape the federal bureaucracy but sometimes balk at his wishes,real
Scores of airlines have stumbled into a war zone in the Middle East; ‘we were lucky’,real
"Stephen P. Lynch, who prefers to stay under the radar, says a deal for the Russian pipeline would serve long-term U.S. interests",real
More people are entering the holidays with a mindful relationship with alcohol. It turns out this isn’t a total drag.,real
Court alleges use of starvation as a weapon and direction of attacks against civilians,real
"The president-elect announced his plans to nominate the former Florida attorney general, who served on his impeachment defense team, to the Cabinet role hours after embattled former congressman Matt Gaetz withdrew his bid.",real
"Senators stressed that police had investigated a 2017 allegation that Pete Hegseth, Trump’s pick for defense secretary, had drugged and sexually assaulted a woman at a California political conference and declined to press charges.",real
"Deal struck as lawmakers battle over who will control federal courts and whether to add more judgeships as Republicans take control of White House, Senate.",real
"The severity of the Chinese breach highlights the need for more telecommunications regulation, lawmakers say.",real
Kennedy and advisers say the system drives doctors to perform costly surgeries rather than combating chronic disease.,real
"It was an early setback for Trump, and it shows that the system can still stand up to him — at least when it’s relatively easy to do so.",real
"The warrants for Netanyahu and Gallant could affect their international travel, as some European leaders affirmed they would uphold their obligations as member states of the court.",real
"The International Criminal Court said the alleged crimes include starvation as a method of warfare, murder, persecution and other inhumane acts.",real
"Trump’s pick to run the Justice Department faced an all-but-impossible path to confirmation, even in a GOP-led Senate next year",real
"What if all you had to do was ask? For concise, factual answers to the questions you have right now, our new tool, Ask The Post AI, delivers AI-generated summaries from published Washington Post reporting.",real
"Weather warnings are in place for the storm with heavy rain, strong winds and disruptive snow forecast.",real
"US President Joe Biden calls the issuing of warrants against Israeli officials ""outrageous"".",real
Bondi is a former Florida attorney general and long-time ally of Trump.,real
"The number of leasehold dwellings has increased by 100,000 a year, figures show.",real
A BBC News investigation reveals multiple complaints about charges imposed by a major freeholder.,real
Friday's papers are led by the arrest warrant issued by the ICC and the death of a British lawyer in Laos.,real
Police release an image of Ms Brella and Pankaj Lamba on the night they believe he killed her.,real
The first official photo from the final Gavin and Stacey episode is released ahead of Christmas Day.,real
The former chief executive of the Captain Tom Foundation tells the BBC he uncovered what he considered questionable practices.,real
Briton Simone White dies after suspected methanol poisoning thought to have killed four others in Laos.,real
Thailand's Constitutional Court on Friday rejected a petition seeking to stop billionaire former premier Thaksin Shinawatra from interfering in the running of the ruling Pheu Thai party.,real
"Taiwan President Lai Ching-te will visit Taipei's three remaining diplomatic allies in the Pacific on a trip starting at the end of the month, his office said on Friday, but the government declined to give details on U.S. transit stops.",real
"The United States believes that Russia fired a never-before-fielded intermediate-range ballistic missile on Thursday in its attack on Ukraine, an escalation that analysts say could have implications for European missile defense.",real
"North Korean leader Kim Jong Un has accused the United States of ramping up tension and provocations, saying the Korean peninsula has never faced such risks of nuclear war as now, state media KCNA said on Friday.",real
The aim is to pressure Iran into entering negotiations on new restrictions on its nuclear activities.,real
"President Joe Biden dropped his opposition to Ukraine firing U.S. missiles at targets deep inside Russia in response to North Korea's entry to the war, a shift in U.S. policy that took on added urgency following Donald Trump's Nov. 5 election win, sources fam…",real
"Former Brazilian President Jair Bolsonaro plotted a coup to overturn the 2022 election along with dozens of ex-ministers and senior aides, federal police said in a formal accusation filed on Thursday with the country's Supreme Court.",real
Airstrikes pounded Beirut's southern suburbs and rockets flew into northern Israel.,real
The warrants are for alleged war crimes and crimes against humanity.,real
"It's the first time Russia has used such a powerful, long-range missile during the war.",real
Latest device is coming next week from Chinese company as it pushes ahead in technology despite U.S. sanctions,real
A clampdown on global corporate tax dodging turned Ireland into the nouveau riche man of Europe,real
"While growth stutters, a vast communist bureaucracy tries to liberate its workers from drudgery",real
Carrier wrongly thought breakneck growth and aggressive discounting were enough to create competitive moat,real
President-elect floated the idea during a Wednesday meeting with the former Fed governor,real
Republican lawmakers generally agree with the president-elect’s ambition to reshape the federal bureaucracy but sometimes balk at his wishes,real
Scores of airlines have stumbled into a war zone in the Middle East; ‘we were lucky’,real
"Stephen P. Lynch, who prefers to stay under the radar, says a deal for the Russian pipeline would serve long-term U.S. interests",real
More people are entering the holidays with a mindful relationship with alcohol. It turns out this isn’t a total drag.,real
Court alleges use of starvation as a weapon and direction of attacks against civilians,real
"The president-elect announced his plans to nominate the former Florida attorney general, who served on his impeachment defense team, to the Cabinet role hours after embattled former congressman Matt Gaetz withdrew his bid.",real
"Senators stressed that police had investigated a 2017 allegation that Pete Hegseth, Trump’s pick for defense secretary, had drugged and sexually assaulted a woman at a California political conference and declined to press charges.",real
"Deal struck as lawmakers battle over who will control federal courts and whether to add more judgeships as Republicans take control of White House, Senate.",real
"The severity of the Chinese breach highlights the need for more telecommunications regulation, lawmakers say.",real
Kennedy and advisers say the system drives doctors to perform costly surgeries rather than combating chronic disease.,real
"It was an early setback for Trump, and it shows that the system can still stand up to him — at least when it’s relatively easy to do so.",real
"The warrants for Netanyahu and Gallant could affect their international travel, as some European leaders affirmed they would uphold their obligations as member states of the court.",real
"The International Criminal Court said the alleged crimes include starvation as a method of warfare, murder, persecution and other inhumane acts.",real
"Trump’s pick to run the Justice Department faced an all-but-impossible path to confirmation, even in a GOP-led Senate next year",real
"What if all you had to do was ask? For concise, factual answers to the questions you have right now, our new tool, Ask The Post AI, delivers AI-generated summaries from published Washington Post reporting.",real
A report by a group of MPs and peers called for the Financial Conduct Authority to be overhauled.,real
Jane Rubens' family say they faced accepting her return to the UK or having her insurance cancelled.,real
The president-elect said he plans to impose 25% tariffs on Mexico and Canada and an additional 10% on China on his first day in office.,real
"A combat alert was in place on the day Russia invaded Ukraine, he tells the BBC.",real
Judges will consider a legal challenge which could affect how women and trans people are treated.,real
"Ever since two young men were jailed for killing their wealthy parents in 1989, the case has gripped the US.",real
The government reveals a £240m investment plan to increase the number of people working in Britain.,real
"The Chancellor ruling out more tax rises and the PM's pledge to ""overhaul"" job centres leads the papers.",real
"At least five people died as the storm brought heavy rain, wind and snow over the weekend.",real
Officials say 28 survivors have been found and 17 are missing after the vessel sank near Egypt's Marsa Alam.,real
An ethnic minority army that is part of formidable rebel alliance fighting Myanmar's ruling military has announced its willingness to hold talks with the junta after a year-long battle along the Myanmar-China border.,real
"Russian forces have been advancing in Ukraine at the fastest pace since the early months of the war, are moving into the strategic town of Kurakhove and have been exploiting vulnerabilities of Kyiv troops, analysts said on Monday.",real
"Hong Kong's top court on Tuesday upheld three earlier rulings that favoured granting public housing and inheritance rights to married same-sex couples, citing equality provisions in the city's mini-constitution, known as the Basic Law.",real
"Indonesian rescuers are searching for 7 people still missing four days after torrential rain hit North Sumatra province, causing flash flooding and landslides which killed 15 people, an official said on Tuesday.",real
"Sergei Shoigu, the secretary of Russia's powerful Security Council, told Afghanistan's Taliban leaders on Monday that Moscow wanted to help achieve a durable peace in the country, Russian news agencies reported.",real
"Japan's space agency has halted an engine combustion test of its Epsilon S rocket, a spokesperson said on Tuesday, after a fire broke out at the test site, 16 months after another failed engine test derailed Japan's small rocket development.",real
"An Ecuadorean court on Monday convicted 20 of 21 total defendants in a wide-ranging organized crime and drug trafficking case involving the Andean country's judicial system, sentencing them to between 40 months and 10 years in prison.",real
"A U.S. judge on Monday dismissed the federal criminal case accusing Donald Trump of attempting to overturn his 2020 election defeat after prosecutors moved to drop that prosecution and a second case against the president-elect, citing Justice Department polic…",real
A hard-right critic of NATO who has praised Russia is set to face a centre-right opposition leader in a presidential election run-off in Romania that could undermine its pro-Western stance after a shock outcome in the first-round vote.,real
The Israeli ambassador to the United States was quoted saying a deal could transpire within days.,real
Officials fear provoking Trump if BYD gets clearance to build autos south of U.S. border,real
"Former intern and family babysitter says Kennedy touched her inappropriately over two decades ago, is willing to testify before Senate",real
"‘Danish Model’ of funding cuts costs, delays and corruption, boosters say",real
Internal company documents describe the bank’s weak anti-money-laundering controls and failure to complete due-diligence reviews as staff expressed alarm: ‘We need to kill this’,real
President-elect’s plans come after tough economic rhetoric on the campaign trail,real
Owner Comcast sees cable news channel as key to new spinoff venture,real
Retail giant will wind down Center for Racial Equity and prevent sellers from listing some LGBTQ-themed items on its website,real
Leech was the chief investment officer at Franklin Templeton subsidiary Western Asset Management,real
Four family foundations will receive shares worth more than $1 billion,real
Retailer delays quarterly results after finding accounting problem dating back to 2021,real
"If enacted, they would violate the 2020 deal that the United States inked with Canada and Mexico during Donald Trump’s first term.",real
"Boris Epshteyn used his proximity to the president-elect to benefit himself, a Trump legal review found. He denies the allegation.",real
Mass deportation and tariffs are among the proposals on which Americans’ views contain multitudes.,real
The special counsel’s filings are likely to end two lengthy and historic investigations that never made it to trial.,real
"The co-leader of President-elect Donald Trump’s initiative to cut government spending has a financial stake in the biotech firm he founded, which is developing experimental drugs.",real
"The special counsel filed a motion to dismiss Donald Trump’s election-obstruction case without prejudice, which means the case could be revived in the future.",real
President-elect Donald Trump and British Prime Minister Keir Starmer could hardly be more different. And Trump isn’t keen on Starmer’s Labour Party.,real
"Countries are hammering out a document that aims to “end plastic pollution” by not only improving how the world handles plastic waste, but also reducing how much of the material is made.",real
"This week, we peer into the data emerging from a growing academic effort to measure the non-pecuniary benefits we get from our jobs.",real
"What if all you had to do was ask? For concise, factual answers to the questions you have right now, our new tool, Ask The Post AI, delivers AI-generated summaries from published Washington Post reporting.",real
A report by a group of MPs and peers called for the Financial Conduct Authority to be overhauled.,real
Jane Rubens' family say they faced accepting her return to the UK or having her insurance cancelled.,real
The president-elect said he plans to impose 25% tariffs on Mexico and Canada and an additional 10% on China on his first day in office.,real
"A combat alert was in place on the day Russia invaded Ukraine, he tells the BBC.",real
Judges will consider a legal challenge which could affect how women and trans people are treated.,real
"Ever since two young men were jailed for killing their wealthy parents in 1989, the case has gripped the US.",real
The government reveals a £240m investment plan to increase the number of people working in Britain.,real
"The Chancellor ruling out more tax rises and the PM's pledge to ""overhaul"" job centres leads the papers.",real
"At least five people died as the storm brought heavy rain, wind and snow over the weekend.",real
Officials say 28 survivors have been found and 17 are missing after the vessel sank near Egypt's Marsa Alam.,real
An ethnic minority army that is part of formidable rebel alliance fighting Myanmar's ruling military has announced its willingness to hold talks with the junta after a year-long battle along the Myanmar-China border.,real
"Russian forces have been advancing in Ukraine at the fastest pace since the early months of the war, are moving into the strategic town of Kurakhove and have been exploiting vulnerabilities of Kyiv troops, analysts said on Monday.",real
"Hong Kong's top court on Tuesday upheld three earlier rulings that favoured granting public housing and inheritance rights to married same-sex couples, citing equality provisions in the city's mini-constitution, known as the Basic Law.",real
"Indonesian rescuers are searching for 7 people still missing four days after torrential rain hit North Sumatra province, causing flash flooding and landslides which killed 15 people, an official said on Tuesday.",real
"Sergei Shoigu, the secretary of Russia's powerful Security Council, told Afghanistan's Taliban leaders on Monday that Moscow wanted to help achieve a durable peace in the country, Russian news agencies reported.",real
"Japan's space agency has halted an engine combustion test of its Epsilon S rocket, a spokesperson said on Tuesday, after a fire broke out at the test site, 16 months after another failed engine test derailed Japan's small rocket development.",real
"An Ecuadorean court on Monday convicted 20 of 21 total defendants in a wide-ranging organized crime and drug trafficking case involving the Andean country's judicial system, sentencing them to between 40 months and 10 years in prison.",real
"A U.S. judge on Monday dismissed the federal criminal case accusing Donald Trump of attempting to overturn his 2020 election defeat after prosecutors moved to drop that prosecution and a second case against the president-elect, citing Justice Department polic…",real
A hard-right critic of NATO who has praised Russia is set to face a centre-right opposition leader in a presidential election run-off in Romania that could undermine its pro-Western stance after a shock outcome in the first-round vote.,real
The Israeli ambassador to the United States was quoted saying a deal could transpire within days.,real
Officials fear provoking Trump if BYD gets clearance to build autos south of U.S. border,real
"Former intern and family babysitter says Kennedy touched her inappropriately over two decades ago, is willing to testify before Senate",real
"‘Danish Model’ of funding cuts costs, delays and corruption, boosters say",real
Internal company documents describe the bank’s weak anti-money-laundering controls and failure to complete due-diligence reviews as staff expressed alarm: ‘We need to kill this’,real
President-elect’s plans come after tough economic rhetoric on the campaign trail,real
Owner Comcast sees cable news channel as key to new spinoff venture,real
Retail giant will wind down Center for Racial Equity and prevent sellers from listing some LGBTQ-themed items on its website,real
Leech was the chief investment officer at Franklin Templeton subsidiary Western Asset Management,real
Four family foundations will receive shares worth more than $1 billion,real
Retailer delays quarterly results after finding accounting problem dating back to 2021,real
"If enacted, they would violate the 2020 deal that the United States inked with Canada and Mexico during Donald Trump’s first term.",real
"Boris Epshteyn used his proximity to the president-elect to benefit himself, a Trump legal review found. He denies the allegation.",real
Mass deportation and tariffs are among the proposals on which Americans’ views contain multitudes.,real
The special counsel’s filings are likely to end two lengthy and historic investigations that never made it to trial.,real
"The co-leader of President-elect Donald Trump’s initiative to cut government spending has a financial stake in the biotech firm he founded, which is developing experimental drugs.",real
"The special counsel filed a motion to dismiss Donald Trump’s election-obstruction case without prejudice, which means the case could be revived in the future.",real
President-elect Donald Trump and British Prime Minister Keir Starmer could hardly be more different. And Trump isn’t keen on Starmer’s Labour Party.,real
"Countries are hammering out a document that aims to “end plastic pollution” by not only improving how the world handles plastic waste, but also reducing how much of the material is made.",real
"This week, we peer into the data emerging from a growing academic effort to measure the non-pecuniary benefits we get from our jobs.",real
"What if all you had to do was ask? For concise, factual answers to the questions you have right now, our new tool, Ask The Post AI, delivers AI-generated summaries from published Washington Post reporting.",real
Breaking: Moon declared the new king of Earth,fake
Study shows humans can live without water for 7 days on Mars,fake
Alien spaceship sighted over New York City,fake
Government plans to ban walking on weekends,fake
World leaders gather to discuss climate change solutions,real
NASA successfully lands rover on Mars,real
Stock markets hit record highs amid economic recovery,real
Scientists discover new species in the Amazon rainforest,real
"The physician and economist was the face of the Great Barrington Declaration, which opposed widespread lockdowns.",real
"Clare Nowland, who had symptoms of dementia, died of her injuries a week after being Tasered in Australia.",real
Israel will have 60 days to withdraw from Lebanon while Hezbollah must move north of the Litani river.,real
Problems with the UK's net-zero plans and Israel's deal with Hezbollah lead Wednesday's papers.,real
"A UK ticket-holder has won £177m on EuroMillions, the third biggest jackpot in British history.",real
Police have said staff will not face action over abuse of autistic children shown in videos leaked to the BBC.,real
Daniel Andreas San Diego is in custody after an operation backed by counter terror police.,real
The legislation would make it illegal for anyone aged 15 or younger to ever buy cigarettes in the UK.,real
"Prosecutors say the three-year-old girl had ""never known daylight or fresh air"" when she was found.",real
Seven people remain unaccounted for after a tourist boat sank on Monday after leaving the Egyptian port of Marsa Alam.,real
Israel will gradually withdraw its forces over 60 days as Lebanon's army takes control of territory near its border with Israel to ensure that Hezbollah does not rebuild its infrastructure there.,real
"China's state media shrugged off U.S. President-elect Donald Trump's pledge to slap additional tariffs on Chinese goods in editorials late on Tuesday, accusing the former president of blaming China for the country's failure to address the fentanyl crisis.",real
"A Ukrainian delegation led by Defence Minister Rustem Umerov is visiting South Korea this week to ask for weapons aid to be used by Kyiv in its war with Russia, according to media reports.",real
An Australian Senate committee has backed a bill that would ban social media for children under 16 but said social media platforms should not force users to submit personal data such as passport and other digital identification to prove their age.,real
"Brazil's Federal Police found proof that former hard-right President Jair Bolsonaro plotted a coup to overturn the outcome of the October 2022 election he lost to leftist challenger Luiz Inacio Lula da Silva, the police investigation report said.",real
"President-elect Donald Trump's team is discussing pursuing direct talks with North Korean leader Kim Jong Un, hoping a fresh diplomatic push can lower the risks of armed conflict, according to two people familiar with the matter.",real
"U.S. Secretary of State Antony Blinken has agreed to testify publicly at a House of Representatives committee hearing on the 2021 withdrawal from Afghanistan, the panel said on Tuesday, after a long dispute with the Republican-led committee.",real
Israel's security cabinet is expected to convene later on Tuesday to discuss and likely approve the text at a meeting chaired by Prime Minister Benjamin Netanyahu.,real
"Pakistan's security forces launched a sweeping midnight raid on supporters of jailed former Prime Minister Imran Khan who had stormed the capital demanding his release on Tuesday, local media said, with hundreds arrested amidst chaotic scenes.",real
"Russian forces have taken an area half the size of London over the past month, analysts and war bloggers say.",real
The president-elect is taking a page from the playbook he used in his first term when he sought to restrain Iran and North Korea,real
"Deplaning is almost always messy, but there are ways to mitigate the frustration",real
"Chicago buyers are drawn to old corner shops, bars and liquor stores for their openness, floor to ceiling windows and unique layouts",real
Biden administration officials rush to address quirk in congressional funding before they leave office,real
"Trimming U.S. government spending is tough, even by amounts that are much less astounding",real
"President-elect signals intention to upend USMCA, wring concessions on immigration and fentanyl",real
Internal company documents describe the bank’s weak anti-money-laundering controls and failure to complete due-diligence reviews as staff expressed alarm: ‘We need to kill this’,real
A 12-team playoff takes shape after a season of radical conference rearrangement,real
"Gold, oil and copper are all down since the election, even as inflation expectations have risen",real
There’s a dark side to gratitude,real
"The deal would include a phased withdrawal of Israeli troops from southern Lebanon, as well as the retreat of Hezbollah fighters to north of the Litani River.",real
The president’s appeal comes as a cease-fire in Gaza has proved far more elusive than a deal between Israel and its northern adversary.,real
Leaders in Mexico and Canada responded to the president-elect’s proposed new tariffs. Observers said the plan might just be the first step in negotiations.,real
Neither his claim that border crossings are an unchecked “invasion” nor his depiction of drugs pouring across an unguarded border has any basis in federal data.,real
"Trump threatened to impose tariffs on Mexico, Canada and China  through executive order on Inauguration Day. It’s unclear exactly what that will mean.",real
Allies of the president-elect discuss pulling funding from Chicago; mayor says the city is “not intimidated” by threats.,real
"A total of 251 people were taken in the attack on Israel on Oct. 7, 2023. We’re tracking what happened to each of them.",real
Cranberry farmers in Massachusetts edged out by climate change and competition have found an exit strategy — selling their land for conservation.,real
"Any deal would halt Israel’s war against Hezbollah in Lebanon, in a victory for negotiators after weeks of intense talks.",real
"What if all you had to do was ask? For concise, factual answers to the questions you have right now, our new tool, Ask The Post AI, delivers AI-generated summaries from published Washington Post reporting.",real
"The physician and economist was the face of the Great Barrington Declaration, which opposed widespread lockdowns.",real
"Clare Nowland, who had symptoms of dementia, died of her injuries a week after being Tasered in Australia.",real
Israel will have 60 days to withdraw from Lebanon while Hezbollah must move north of the Litani river.,real
Problems with the UK's net-zero plans and Israel's deal with Hezbollah lead Wednesday's papers.,real
"A UK ticket-holder has won £177m on EuroMillions, the third biggest jackpot in British history.",real
Police have said staff will not face action over abuse of autistic children shown in videos leaked to the BBC.,real
Daniel Andreas San Diego is in custody after an operation backed by counter terror police.,real
The legislation would make it illegal for anyone aged 15 or younger to ever buy cigarettes in the UK.,real
"Prosecutors say the three-year-old girl had ""never known daylight or fresh air"" when she was found.",real
Seven people remain unaccounted for after a tourist boat sank on Monday after leaving the Egyptian port of Marsa Alam.,real
Israel will gradually withdraw its forces over 60 days as Lebanon's army takes control of territory near its border with Israel to ensure that Hezbollah does not rebuild its infrastructure there.,real
"China's state media shrugged off U.S. President-elect Donald Trump's pledge to slap additional tariffs on Chinese goods in editorials late on Tuesday, accusing the former president of blaming China for the country's failure to address the fentanyl crisis.",real
"A Ukrainian delegation led by Defence Minister Rustem Umerov is visiting South Korea this week to ask for weapons aid to be used by Kyiv in its war with Russia, according to media reports.",real
An Australian Senate committee has backed a bill that would ban social media for children under 16 but said social media platforms should not force users to submit personal data such as passport and other digital identification to prove their age.,real
"Brazil's Federal Police found proof that former hard-right President Jair Bolsonaro plotted a coup to overturn the outcome of the October 2022 election he lost to leftist challenger Luiz Inacio Lula da Silva, the police investigation report said.",real
"President-elect Donald Trump's team is discussing pursuing direct talks with North Korean leader Kim Jong Un, hoping a fresh diplomatic push can lower the risks of armed conflict, according to two people familiar with the matter.",real
"U.S. Secretary of State Antony Blinken has agreed to testify publicly at a House of Representatives committee hearing on the 2021 withdrawal from Afghanistan, the panel said on Tuesday, after a long dispute with the Republican-led committee.",real
Israel's security cabinet is expected to convene later on Tuesday to discuss and likely approve the text at a meeting chaired by Prime Minister Benjamin Netanyahu.,real
"Pakistan's security forces launched a sweeping midnight raid on supporters of jailed former Prime Minister Imran Khan who had stormed the capital demanding his release on Tuesday, local media said, with hundreds arrested amidst chaotic scenes.",real
"Russian forces have taken an area half the size of London over the past month, analysts and war bloggers say.",real
The president-elect is taking a page from the playbook he used in his first term when he sought to restrain Iran and North Korea,real
"Deplaning is almost always messy, but there are ways to mitigate the frustration",real
"Chicago buyers are drawn to old corner shops, bars and liquor stores for their openness, floor to ceiling windows and unique layouts",real
Biden administration officials rush to address quirk in congressional funding before they leave office,real
"Trimming U.S. government spending is tough, even by amounts that are much less astounding",real
"President-elect signals intention to upend USMCA, wring concessions on immigration and fentanyl",real
Internal company documents describe the bank’s weak anti-money-laundering controls and failure to complete due-diligence reviews as staff expressed alarm: ‘We need to kill this’,real
A 12-team playoff takes shape after a season of radical conference rearrangement,real
"Gold, oil and copper are all down since the election, even as inflation expectations have risen",real
There’s a dark side to gratitude,real
"The deal would include a phased withdrawal of Israeli troops from southern Lebanon, as well as the retreat of Hezbollah fighters to north of the Litani River.",real
The president’s appeal comes as a cease-fire in Gaza has proved far more elusive than a deal between Israel and its northern adversary.,real
Leaders in Mexico and Canada responded to the president-elect’s proposed new tariffs. Observers said the plan might just be the first step in negotiations.,real
Neither his claim that border crossings are an unchecked “invasion” nor his depiction of drugs pouring across an unguarded border has any basis in federal data.,real
"Trump threatened to impose tariffs on Mexico, Canada and China  through executive order on Inauguration Day. It’s unclear exactly what that will mean.",real
Allies of the president-elect discuss pulling funding from Chicago; mayor says the city is “not intimidated” by threats.,real
"A total of 251 people were taken in the attack on Israel on Oct. 7, 2023. We’re tracking what happened to each of them.",real
Cranberry farmers in Massachusetts edged out by climate change and competition have found an exit strategy — selling their land for conservation.,real
"Any deal would halt Israel’s war against Hezbollah in Lebanon, in a victory for negotiators after weeks of intense talks.",real
"What if all you had to do was ask? For concise, factual answers to the questions you have right now, our new tool, Ask The Post AI, delivers AI-generated summaries from published Washington Post reporting.",real
Supermarket customers can save money with loyalty cards but should still shop around.,real
The government faces pressure from the industry to make changes to electric vehicle sales quotas.,real
Miami Dolphins star Tyreek Hill had his case dismissed after the officer failed to show in court.,real
"The storm is forecast to track east during Tuesday night and into Wednesday, but will not be at its worst until it has passed through the UK.",real
"Iconic firm blames ""minor delay"" in deliveries of its ultra-exclusive Valiant cars for the shortfall.",real
"The ICLVR says the timeframe and location ""coincide with the disappearance of Joe Lynskey in 1972"".",real
"Clare Nowland, who had symptoms of dementia, died of her injuries a week after being Tasered in Australia.",real
Problems with the UK's net-zero plans and Israel's deal with Hezbollah lead Wednesday's papers.,real
"A UK ticket-holder has won £177m on EuroMillions, the third biggest jackpot in British history.",real
Police have said staff will not face action over abuse of autistic children shown in videos leaked to the BBC.,real
"South Koreans remain widely opposed to directly supplying arms to Ukraine, polls show, despite renewed international requests from Kyiv and allied capitals after North Korean troops were reported to be helping Russia.",real
"Bushra Khan, the wife of Pakistan's former Prime Minister Imran Khan, emerged from the shadows this week to lead one of the country's largest protests, mobilizing thousands in support of her jailed husband.",real
"A panel of three judges will now decide if they agree there are ""reasonable grounds"" to believe general Min Aung Hlaing bears criminal responsibility for the deportation and persecution of Rohingya in Myanmar and Bangladesh.",real
"Bangladesh stepped up security in the port city of Chittagong on Wednesday as police arrested six people in connection with the murder of a lawyer, who was killed during clashes following the arrest of a leader of the country's Hindu minority.",real
"Israeli military strikes across the Gaza Strip killed 15 people on Wednesday, some of them in a school housing displaced people, medics in Gaza said, adding that the fatalities included two sons of a former Hamas spokesman.",real
"China is likely to launch military drills in the coming days near Taiwan, using President Lai Ching-te's upcoming trip to the Pacific and scheduled U.S. transit as a pretext, according to assessments by Taiwan and regional security officials.",real
"China Defence Minister Dong Jun has been placed under investigation as part of a wide-ranging anti-corruption probe that has roiled the top ranks of the People's Liberation Army, the Financial Times reported on Wednesday.",real
Israel will gradually withdraw its forces over 60 days as Lebanon's army takes control of territory near its border with Israel to ensure that Hezbollah does not rebuild its infrastructure there.,real
The two superpowers are setting out their positions ahead of Trump's return to the White House.,real
Voters waited in long queues outside polling stations in Namibia's capital Windhoek on Wednesday morning to cast their ballots for a new president and parliament in what could be a tough election to win for the ruling SWAPO party.,real
A peacekeeping mission couldn’t stop the rearming of southern Lebanon that culminated in war,real
Chinese firms are offering to triple engineers’ pay as they try to catch Silicon Valley and other hubs in a battle for tech supremacy,real
Bhattacharya is a health-policy professor at Stanford University who helped write the Great Barrington Declaration,real
The president-elect is taking a page from the playbook he used in his first term when he sought to restrain Iran and North Korea,real
Mexican officials fear relations will suffer as Trump takes aim at the growing power of fentanyl-smuggling gangs,real
"Edward Scolnick led the development of dozens of medicines while at Merck; his current mission pits him against time and the mental illness of millions, including his son",real
"Kevin Hassett is named to lead National Economic Council, while Jamieson Greer is selected to be U.S. trade representative",real
Biden administration officials rush to address quirk in congressional funding before they leave office,real
Former intern and family babysitter says Kennedy touched her inappropriately over two decades ago,real
Internal company documents describe the bank’s weak anti-money-laundering controls and failure to complete due-diligence reviews as staff expressed alarm: ‘We need to kill this’,real
"The deal is set to stop fighting for an initial two-month window, and is intended as “a permanent cessation of hostilities,” President Joe Biden said in an address.",real
"The deal would include a phased withdrawal of Israeli troops from southern Lebanon, as well as the retreat of Hezbollah fighters to north of the Litani River.",real
The president’s appeal comes as a cease-fire in Gaza has proved far more elusive than a deal between Israel and its northern adversary.,real
Leaders in Mexico and Canada responded to the president-elect’s proposed new tariffs. Observers said the plan might just be the first step in negotiations.,real
Neither his claim that border crossings are an unchecked “invasion” nor his depiction of drugs pouring across an unguarded border has any basis in federal data.,real
"Trump threatened to impose tariffs on Mexico, Canada and China  through executive order on Inauguration Day. It’s unclear exactly what that will mean.",real
Allies of the president-elect discuss pulling funding from Chicago; mayor says the city is “not intimidated” by threats.,real
